更新日期,#genre#
CCTV5,http://111.29.9.33:6610/000000001000/1000000001000004794/index.m3u8?channel-id=bestzb&Contentid=1000000001000004794&livemode=1&stbId=3$IPV4•线路16
CCTV5,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226731/1.m3u8$IPV4•线路17
CCTV5,http://go.bkpcp.top/mg/cctv5$IPV4•线路18
CCTV5,http://m.061899.xyz/mg/cctv5$IPV4•线路19
CCTV5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5$IPV4•线路20
CCTV5,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub$IPV4•线路21
CCTV5,http://bztv.tvbus.cc:8081/cdnlive/cctv5.m3u8$IPV4•线路22
CCTV5,http://112.30.73.119:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路23
CCTV5,http://112.30.73.119:9901/tsfile/live/1422_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路24
CCTV5,rtmp://yftv-wshls.yzbtv.cn/live/11eec$IPV4•线路25
CCTV5+,http://148.135.93.213/live.php?id=CCTV5p$IPV4•线路1
CCTV5+,http://192.151.150.154/live/cctv5p.m3u8$IPV4•线路2
CCTV5+,http://go.bkpcp.top/mg/cctv5p$IPV4•线路3
CCTV5+,http://173.208.212.130:8181/1080p/cctv5p.m3u8$IPV4•线路4
CCTV5+,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226711/1.m3u8$IPV4•线路5
CCTV5+,http://111.231.6.102:1234/641886773$IPV4•线路6
CCTV5+,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=52f0fc31a05ce8ec338126dfa9ccf3b2&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路7
CCTV5+,http://47.106.39.47:8596/aikan.php?id=cctv5p$IPV4•线路8
CCTV5+,http://47.106.39.47:8596/aikan.php?id=cctv5p2$IPV4•线路9
CCTV5+,http://120.40.39.246:352/newlive/live/hls/6/live.m3u8$IPV4•线路10
CCTV5+,http://221.232.198.40:7777/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路11
CCTV5+,http://112.27.235.94:8000/hls/6/index.m3u8$IPV4•线路12
CCTV5+,http://43.251.226.89:8080/play/6.m3u8$IPV4•线路13
CCTV5+,http://120.76.248.139/live/bfgd/4200000246.m3u8$IPV4•线路14
CCTV5+,http://tvbox6.icu/tv/migu.php?id=cctv5p$IPV4•线路15
CCTV5+,http://111.29.9.33:6610/000000001000/1000000001000020505/index.m3u8?channel-id=bestzb&Contentid=1000000001000020505&livemode=1&stbId=3$IPV4•线路16
CCTV5+,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226711/1.m3u8$IPV4•线路17
CCTV5+,http://go.bkpcp.top/mg/cctv5p$IPV4•线路18
CCTV5+,http://m.061899.xyz/mg/cctv5p$IPV4•线路19
CCTV5+,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p$IPV4•线路20
CCTV5+,http://bztv.tvbus.cc:8081/cdnlive/cctv5p.m3u8$IPV4•线路21
CCTV16,http://101.35.240.114:88/live.php?id=CCTV16$IPV4•线路1
CCTV16,http://lsa.familyds.com:8188/rtp/239.77.0.165:5146$IPV4•线路2
CCTV16,http://192.151.150.154/live/cctv16hd.m3u8$IPV4•线路3
CCTV16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub$IPV4•线路4
CCTV16,http://173.208.212.130:8181/1080p/cctv16.m3u8$IPV4•线路5
CCTV16,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226825/1.m3u8$IPV4•线路6
CCTV16,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=15807c8fa9312f624e86a064cc085388&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路7
CCTV16,http://118.122.144.115:8888/newlive/live/hls/17/live.m3u8$IPV4•线路8
CCTV16,http://58.56.162.102:4466/newlive/live/hls/17/live.m3u8$IPV4•线路9
CCTV16,http://219.147.245.238:25480/newlive/live/hls/17/live.m3u8$IPV4•线路10
CCTV16,http://113.57.140.161:10081/newlive/live/hls/17/live.m3u8$IPV4•线路11
CCTV16,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001258/index.m3u8?streamid=a78e16d1a56172e5525dedde279787a3&streamkey=070kmnWlSO6tVxvh6JyoORGIRdEtU2N6uMhBr52XFXMlpDP5cJR3WbAE4XDUyMtM85fygRhPAwq9wyn0AD7vg5QKiMGxk82vdtaBG0RYT7p2mBDXWyty&token=1775753992-d3736074ec706d13-0-d4be0b2d62639f66eea98eb8ecb876a6$IPV4•线路12
CCTV16,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8$IPV4•线路13
CCTV16,http://A/ku9/js/webview.js?id=https://yangshipin.cn/tv/home?pid=600098637$IPV4•线路14
CCTV16,http://A/ku9/js/webview.js?id=https://tv.cctv.com/live/cctv16$IPV4•线路15
CCTV16,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226825/1.m3u8$IPV4•线路16
CCTV16,http://m.061899.xyz/mg/cctv16$IPV4•线路17
CCTV16,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16$IPV4•线路18
CCTV16,http://bztv.tvbus.cc:8081/cdnlive/cctv16.m3u8$IPV4•线路19
广东体育,http://m.061899.xyz/mg/gdty$IPV4•线路1
广东体育,http://r.jdshipin.com/LiYdg$IPV4•线路2
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8$IPV4•线路3
广东体育,https://epg.pw/stream/7b470f9fc5c305db0c8622117b7b25ca00eb35ba3e93e865cf0ff9df5c736681.m3u8$IPV4•线路4
广东体育,http://php.jdshipin.com/PLTV/iptv.php?id=gdty$IPV4•线路5
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty$IPV4•线路6
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-5.m3u8$IPV4•线路7
广东体育,https://2.fast.hidns.vip/163189/gdty$IPV4•线路8
广东体育,http://67.220.71.199:2347/livehttpplay?channel_id=12028$IPV4•线路9
广东体育,http://67.220.71.199:2347/livehttpplay?channel_id=20130$IPV4•线路10
广东体育,http://67.220.71.199:2347/livehttpplay?channel_id=30031$IPV4•线路11
广东体育,http://go.bkpcp.top/mg/gdty$IPV4•线路12
广东体育,http://111.221.137.234:44330/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路13
广东体育,http://120.87.19.109:80/PLTV/88888973/224/3221225721/10000100000000060000000000334146_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xJx/1lwI5iQC4uuQk2HHHwQWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601$IPV4•线路14
广东体育,http://38.75.136.137:98/gslb/dsdqpub/gdty.m3u8?auth=testpub$IPV4•线路15
广东体育,https://2.fast.hidns.vip/163189/gdty$IPV4•线路16
广东体育,http://go.bkpcp.top/mg/gdty$IPV4•线路17
广东体育,http://111.221.137.234:44330/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路18
广东体育,http://120.87.19.109:80/PLTV/88888973/224/3221225721/10000100000000060000000000334146_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xJx/1lwI5iQC4uuQk2HHHwQWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601$IPV4•线路19
广东体育,http://m.061899.xyz/mg/gdty$IPV4•线路20
广东体育,http://38.75.136.137:98/gslb/dsdqpub/gdty.m3u8?auth=testpub$IPV4•线路21
广东体育,http://107.150.60.122/live/gdty.m3u8$IPV4•线路22
广东体育,http://192.151.150.154/live/gdty.m3u8$IPV4•线路23
广东体育,http://198.204.228.26/live/gdty.m3u8$IPV4•线路24
🇭🇰港台,#genre#
中天新闻,http://173.208.234.146/live/ctinews.m3u8$IPV4•线路1
中天新闻,https://d2jc41c1shgcol.cloudfront.net/live/CtiNEWS1/playlist.m3u8$IPV4•线路2
中天新闻,http://iactive-clink.com:8081/live/111ztxw.m3u8$IPV4•线路3
中天新闻,http://111.0.115.129:8081/live/000ztxw.m3u8$IPV4•线路4
中天新闻,http://safe.shanghairta.com:8081/live/000ztxw.m3u8$IPV4•线路5
中天新闻,http://hsjky.com.cn:8081/live/999ztxw.m3u8$IPV4•线路6
TVBS新闻,https://d2jc41c1shgcol.cloudfront.net/live/tvbsnewsqt/playlist.m3u8$IPV4•线路1
TVBS新闻,http://jnzq.ohoyee.com:9080/live/xingjiaoge-tvbsxw.m3u8$IPV4•线路2
TVBS新闻,http://rihou.cc:555/tv/[FY]tvbS新闻$IPV4•线路3
TVBS新闻,http://jnzq.ohoyee.com:9080/live/332123-tvbsxw.m3u8$IPV4•线路4
TVBS新闻,http://jnzq.ohoyee.com:9080/live/332332-tvbsxw.m3u8$IPV4•线路5
TVBS新闻,http://4gtv.cnlive.club/channel/n1ea96b20/index.m3u8?q=1782639885837$IPV4•线路6
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8$IPV4•线路7
TVBS新闻,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=f3818c484ecc5469690bbd713c31465d&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=84c18a73b1fd5961;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路8
TVBS新闻,http://kt.hmysapp.cn:222/cdnlive.php?mode=play&id=f3818c484ecc5469690bbd713c31465d&token=FT48WqcKMPn8MU6x26sDLPrfK18EQx4Q;machineid=9bd3f4b65ec578ec;userip=140.250.226.243;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路9
TVBS新闻,http://iptv.4666888.xyz/iptv2A.php?id=43$IPV4•线路10
TVBS新闻,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8$IPV4•线路11
TVBS新闻,https://d2jc41c1shgcol.cloudfront.net/live/tvbsnewsqt/playlist.m3u8$IPV4•线路12
东森新闻,https://d2jc41c1shgcol.cloudfront.net/live/EBCNews/playlist.m3u8$IPV4•线路1
东森新闻,https://ktpremium.world/live/LT1976F/A9177/870544.ts$IPV4•线路2
中视新闻,https://d2jc41c1shgcol.cloudfront.net/live/ctvnewsqt/playlist.m3u8$IPV4•线路1
中视新闻,https://ktpremium.world/live/LT1976F/A9177/515206.ts$IPV4•线路2
NOW新闻,https://fast.hidns.vip/163189/now$IPV4•线路1
NOW新闻,http://psyl11.dyndns.tv:35451/live/axdynowtream/fSlawNmh15/23.ts$IPV4•线路2
HOY77,http://iptv.4666888.xyz/iptv2A.php?id=35$IPV4•线路1
HOY77,http://play.wenxiang.cn/live/43dc6fc9b1af5af8ec332f3c88b95e4a.flv$IPV4•线路2
RTHK31,https://fast.hidns.vip/163189/rthk31$IPV4•线路1
RTHK31,http://iptv.4666888.xyz/iptv2A.php?id=23$IPV4•线路2
澳视澳门,https://cdn6.cc.cd/163189/asam$IPV4
澳门综艺,https://cdn6.cc.cd/163189/amzy$IPV4
🇨🇳央视,#genre#
CCTV2,http://148.135.93.213/live.php?id=CCTV2$IPV4•线路1
CCTV2,http://111.231.6.102:1234/631780532$IPV4•线路2
CCTV2,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=7f0f7630ebd9f29f34452e64c037ca7c&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路3
CCTV2,http://47.106.39.47:8596/aikan.php?id=cctv2$IPV4•线路4
CCTV2,http://112.30.73.119:229/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路5
CCTV2,http://113.57.140.161:10081/newlive/live/hls/2/live.m3u8$IPV4•线路6
CCTV2,http://58.56.162.102:4466/newlive/live/hls/2/live.m3u8$IPV4•线路7
CCTV2,http://118.122.144.115:8888/newlive/live/hls/2/live.m3u8$IPV4•线路8
CCTV2,http://171.38.148.188:9003/hls/2/index.m3u8$IPV4•线路9
CCTV2,http://43.251.226.89:8080/play/2.m3u8$IPV4•线路10
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8$IPV4•线路11
CCTV2,http://tvbox6.icu/tv/migu.php?id=cctv2$IPV4•线路12
CCTV2,http://A/ku9/js/webview.js?id=https://yangshipin.cn/tv/home?pid=600001800$IPV4•线路13
CCTV2,http://A/ku9/js/webview.js?id=https://tv.cctv.com/live/cctv2$IPV4•线路14
CCTV2,http://113.95.132.166:554/rtp/239.253.43.17:5146$IPV4•线路15
CCTV2,http://111.29.9.33:6610/000000001000/1000000001000012442/index.m3u8?channel-id=bestzb&Contentid=1000000001000012442&livemode=1&stbId=3$IPV4•线路16
CCTV2,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226739/1.m3u8$IPV4•线路17
CCTV2,http://go.bkpcp.top/mg/cctv2$IPV4•线路18
CCTV2,http://m.061899.xyz/mg/cctv2$IPV4•线路19
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2$IPV4•线路20
CCTV2,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub$IPV4•线路21
CCTV2,http://bztv.tvbus.cc:8081/cdnlive/cctv2.m3u8$IPV4•线路22
CCTV2,http://112.30.73.119:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路23
CCTV2,rtmp://yftv-wshls.yzbtv.cn/live/11ecc$IPV4•线路24
CCTV3,http://101.35.240.114:88/live.php?id=CCTV3$IPV4•线路1
CCTV3,http://111.231.6.102:1234/624878271$IPV4•线路2
CCTV3,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=eef05976d14b742fc22fe17affad1f60&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路3
CCTV3,http://47.106.39.47:8596/aikan.php?id=cctv3$IPV4•线路4
CCTV3,http://112.30.73.119:229/tsfile/live/0003_2.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路5
CCTV3,http://58.56.162.102:4466/newlive/live/hls/3/live.m3u8$IPV4•线路6
CCTV3,http://118.122.144.115:8888/newlive/live/hls/3/live.m3u8$IPV4•线路7
CCTV3,http://171.38.148.188:9003/hls/3/index.m3u8$IPV4•线路8
CCTV3,http://113.9.214.47:9003/hls/3/index.m3u8$IPV4•线路9
CCTV3,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路10
CCTV3,http://39.152.103.17:8089/tsfile/live/1002_1.m3u8$IPV4•线路11
CCTV3,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路12
CCTV3,http://tvbox6.icu/tv/migu.php?id=cctv3$IPV4•线路13
CCTV3,http://A/ku9/js/webview.js?id=https://yangshipin.cn/tv/home?pid=600001801$IPV4•线路14
CCTV3,http://A/ku9/js/webview.js?id=https://tv.cctv.com/live/cctv3$IPV4•线路15
CCTV3,http://111.29.9.33:6610/000000001000/1000000001000011218/index.m3u8?channel-id=bestzb&Contentid=1000000001000011218&livemode=1&stbId=3$IPV4•线路16
CCTV3,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226720/1.m3u8$IPV4•线路17
CCTV3,http://go.bkpcp.top/mg/cctv3$IPV4•线路18
CCTV3,http://m.061899.xyz/mg/cctv3$IPV4•线路19
CCTV3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3$IPV4•线路20
CCTV3,http://38.75.136.137:98/gslb/dsdqpub/cctv3hd.m3u8?auth=testpub$IPV4•线路21
CCTV3,http://bztv.tvbus.cc:8081/cdnlive/cctv3.m3u8$IPV4•线路22
CCTV3,http://112.30.73.119:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路23
CCTV3,http://112.30.73.119:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路24
CCTV3,rtmp://yftv-wshls.yzbtv.cn/live/11ef4$IPV4•线路25
CCTV6,http://101.35.240.114:88/live.php?id=CCTV6$IPV4•线路1
CCTV6,http://111.231.6.102:1234/624878396$IPV4•线路2
CCTV6,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=b642fd0c10e536bb69482f4a6787e0ea&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路3
CCTV6,http://47.106.39.47:8596/aikan.php?id=cctv6$IPV4•线路4
CCTV6,http://112.30.73.119:229/tsfile/live/0006_2.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路5
CCTV6,http://118.122.144.115:8888/newlive/live/hls/7/live.m3u8$IPV4•线路6
CCTV6,http://219.147.245.238:25480/newlive/live/hls/7/live.m3u8$IPV4•线路7
CCTV6,http://221.226.51.220:50081/newlive/live/hls/7/live.m3u8$IPV4•线路8
CCTV6,http://58.56.162.102:4466/newlive/live/hls/7/live.m3u8$IPV4•线路9
CCTV6,http://43.251.226.89:8080/play/7.m3u8$IPV4•线路10
CCTV6,http://tvbox6.icu/tv/migu.php?id=cctv6$IPV4•线路11
CCTV6,http://112.27.235.94:8000/hls/7/index.m3u8$IPV4•线路12
CCTV6,http://xxwx.yoesun.com/xxw/1905电影网.php?id=cctv6$IPV4•线路13
CCTV6,http://A/ku9/js/webview.js?id=https://yangshipin.cn/tv/home?pid=600108442$IPV4•线路14
CCTV6,http://A/ku9/js/webview.js?id=https://tv.cctv.com/live/cctv6$IPV4•线路15
CCTV6,http://111.29.9.33:6610/000000001000/1000000001000016466/index.m3u8?channel-id=bestzb&Contentid=1000000001000016466&livemode=1&stbId=3$IPV4•线路16
CCTV6,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226699/1.m3u8$IPV4•线路17
CCTV6,http://go.bkpcp.top/mg/cctv6$IPV4•线路18
CCTV6,http://m.061899.xyz/mg/cctv6$IPV4•线路19
CCTV6,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6$IPV4•线路20
CCTV6,http://38.75.136.137:98/gslb/dsdqpub/cctv6hd.m3u8?auth=testpub$IPV4•线路21
CCTV6,http://bztv.tvbus.cc:8081/cdnlive/cctv6.m3u8$IPV4•线路22
CCTV6,http://112.30.73.119:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路23
CCTV6,http://112.30.73.119:9901/tsfile/live/1423_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路24
CCTV6,rtmp://yftv-wshls.yzbtv.cn/live/11ee8$IPV4•线路25
CCTV7,http://148.135.93.213/live.php?id=CCTV7$IPV4•线路1
CCTV7,http://111.231.6.102:1234/673168121$IPV4•线路2
CCTV7,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=42206af12ae323cef243156bfe9bce04&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路3
CCTV7,http://47.106.39.47:8596/aikan.php?id=cctv7$IPV4•线路4
CCTV7,http://120.40.39.246:352/newlive/live/hls/8/live.m3u8$IPV4•线路5
CCTV7,http://58.56.162.102:4466/newlive/live/hls/8/live.m3u8$IPV4•线路6
CCTV7,http://221.226.51.220:50081/newlive/live/hls/8/live.m3u8$IPV4•线路7
CCTV7,http://219.147.245.238:25480/newlive/live/hls/8/live.m3u8$IPV4•线路8
CCTV7,http://171.38.148.188:9003/hls/7/index.m3u8$IPV4•线路9
CCTV7,http://43.251.226.89:8080/play/8.m3u8$IPV4•线路10
CCTV7,http://tvbox6.icu/tv/migu.php?id=cctv7$IPV4•线路11
CCTV7,http://A/ku9/js/webview.js?id=https://yangshipin.cn/tv/home?pid=600004092$IPV4•线路12
CCTV7,http://A/ku9/js/webview.js?id=https://tv.cctv.com/live/cctv7$IPV4•线路13
CCTV7,http://113.95.132.166:554/rtp/239.77.0.138:5146$IPV4•线路14
CCTV7,http://113.95.132.166:554/rtp/239.77.1.159:5146$IPV4•线路15
CCTV7,http://111.29.9.33:6610/000000001000/1000000001000017218/index.m3u8?channel-id=bestzb&Contentid=1000000001000017218&livemode=1&stbId=3$IPV4•线路16
CCTV7,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226721/1.m3u8$IPV4•线路17
CCTV7,http://go.bkpcp.top/mg/cctv7$IPV4•线路18
CCTV7,http://m.061899.xyz/mg/cctv7$IPV4•线路19
CCTV7,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7$IPV4•线路20
CCTV7,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub$IPV4•线路21
CCTV7,http://bztv.tvbus.cc:8081/cdnlive/cctv7.m3u8$IPV4•线路22
CCTV8,http://101.35.240.114:88/live.php?id=CCTV8$IPV4•线路1
CCTV8,http://111.231.6.102:1234/624878356$IPV4•线路2
CCTV8,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=9ff989f42195a9f0fc85cae6b74d28df&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路3
CCTV8,http://47.106.39.47:8596/aikan.php?id=cctv8$IPV4•线路4
CCTV8,http://113.57.140.161:10081/newlive/live/hls/9/live.m3u8$IPV4•线路5
CCTV8,http://219.147.245.238:25480/newlive/live/hls/9/live.m3u8$IPV4•线路6
CCTV8,http://221.226.51.220:50081/newlive/live/hls/9/live.m3u8$IPV4•线路7
CCTV8,http://58.56.162.102:4466/newlive/live/hls/9/live.m3u8$IPV4•线路8
CCTV8,http://118.122.144.115:8888/newlive/live/hls/9/live.m3u8$IPV4•线路9
CCTV8,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路10
CCTV8,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路11
CCTV8,http://tvbox6.icu/tv/migu.php?id=cctv8$IPV4•线路12
CCTV8,http://A/ku9/js/webview.js?id=https://yangshipin.cn/tv/home?pid=600001803$IPV4•线路13
CCTV8,http://A/ku9/js/webview.js?id=https://tv.cctv.com/live/cctv8$IPV4•线路14
CCTV8,http://113.95.132.166:554/rtp/239.77.0.172:5146$IPV4•线路15
CCTV8,http://111.29.9.33:6610/000000001000/1000000001000003736/index.m3u8?channel-id=bestzb&Contentid=1000000001000003736&livemode=1&stbId=3$IPV4•线路16
CCTV8,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226715/1.m3u8$IPV4•线路17
CCTV8,http://go.bkpcp.top/mg/cctv8$IPV4•线路18
CCTV8,http://m.061899.xyz/mg/cctv8$IPV4•线路19
CCTV8,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8$IPV4•线路20
CCTV8,http://38.75.136.137:98/gslb/dsdqpub/cctv8hd.m3u8?auth=testpub$IPV4•线路21
CCTV8,http://bztv.tvbus.cc:8081/cdnlive/cctv8.m3u8$IPV4•线路22
CCTV8,http://112.30.73.119:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路23
CCTV8,http://112.30.73.119:9901/tsfile/live/1424_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路24
CCTV8,rtmp://yftv-wshls.yzbtv.cn/live/11ee0$IPV4•线路25
CCTV9,http://148.135.93.213/live.php?id=CCTV9$IPV4•线路1
CCTV9,http://111.231.6.102:1234/673168140$IPV4•线路2
CCTV9,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=bf747874f5d0b0612a7537dc35f4a02d&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路3
CCTV9,http://47.106.39.47:8596/aikan.php?id=cctv9$IPV4•线路4
CCTV9,https://xykt-fix.github.io/Y77.m3u8$IPV4•线路5
CCTV9,http://74.91.26.218:82/live/cctv9hd.m3u8$IPV4•线路6
CCTV9,http://113.57.140.161:10081/newlive/live/hls/10/live.m3u8$IPV4•线路7
CCTV9,http://221.226.51.220:50081/newlive/live/hls/10/live.m3u8$IPV4•线路8
CCTV9,http://58.56.162.102:4466/newlive/live/hls/10/live.m3u8$IPV4•线路9
CCTV9,http://tvbox6.icu/tv/migu.php?id=cctv9$IPV4•线路10
CCTV9,http://A/ku9/js/webview.js?id=https://yangshipin.cn/tv/home?pid=600004078$IPV4•线路11
CCTV9,http://A/ku9/js/webview.js?id=https://tv.cctv.com/live/cctvjilu$IPV4•线路12
CCTV9,http://113.95.132.166:554/rtp/239.77.0.135:5146$IPV4•线路13
CCTV9,http://113.95.132.166:554/rtp/239.77.1.160:5146$IPV4•线路14
CCTV9,http://113.95.132.166:554/rtp/239.77.1.168:5146$IPV4•线路15
CCTV9,http://111.29.9.33:6610/000000001000/1000000001000014583/index.m3u8?channel-id=bestzb&Contentid=1000000001000014583&livemode=1&stbId=3$IPV4•线路16
CCTV9,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226657/1.m3u8$IPV4•线路17
CCTV9,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226651/1.m3u8$IPV4•线路18
CCTV9,http://go.bkpcp.top/mg/cctv9$IPV4•线路19
CCTV9,http://m.061899.xyz/mg/cctv9$IPV4•线路20
CCTV9,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9$IPV4•线路21
CCTV9,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub$IPV4•线路22
CCTV9,http://bztv.tvbus.cc:8081/cdnlive/cctv9.m3u8$IPV4•线路23
CCTV9,http://112.30.73.119:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路24
CCTV9,http://112.30.73.119:9901/tsfile/live/1419_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路25
CCTV10,http://101.35.240.114:88/live.php?id=CCTV10$IPV4•线路1
